place,info,문의 및 안내,주소,주차,입실시간,퇴실시간,객실내 취사 여부,객실수,객실유형,접근로,출입통로,review,영업시간,휴일,대표메뉴,취급메뉴,홈페이지,이용시간,지정현황,입장료,체험가능 연령,화장실,체험 프로그램,이용 시기,주차 요금,이용요금,주요시설,장애인 주차 안내,지체장애 기타 상세,식음료장,부대시설,엘리베이터,객실,유아용보조의자,휠체어,수용인원,규모,수유실,판매 품목,시설이용료,체험프로그램,바비큐장여부,노래방 여부,세미나실 여부,유모차,점자 홍보물,"영유아가족
기타상세",이용가능시설,좌석수,주차요금,대중 교통,오디오 가이드,시각장애 기타상세
대구 북구문화원,"북구문화원은 1999년 설립되었으며 대구 북구의 지역문화행사와 사회문화활동, 향토문화발굴 및 조사연구, 청소년 문화의식 고취, 지역문화 교류사업 등의 활동을 하고 있다. 지역의 특성을 고려하여 지역민들이 원하는 문화예술행사를 기획하고 지역민들이 자주 접하지 못하는 교육, 체험, 공연 등 다양한 분야의 문화를 접할 수 있도록 노력을 기울이고 있다. 특히, 미술교육형 전시, 전통문화체험, 전통주만들기체험, 명사초청강연 등 다양한 문화예술 활동이 있다.
대표적인 행사로는 금호강 정월대보름축제, 대보름 전통공연, 역사문화탐방, 고택탐방 등이 있으며 문화 아카데미는 각종 낭독극, 백세시대 민간요법, 문화특강 등이 있다.",,대구광역시 북구 구암로 47 (관음동),가능,,,,,,출입구까지 경사로가 설치되어 있음,"주출입구는 경사로가 있어 휠체어 접근 가능함(건물입구)
문화원 입구는 턱이 없으나 폭이 좁음",,,매주 토요일~일요일 / 법정공휴일,,,http://dgbukgu.kccf.or.kr,09:00~18:00,,,,,,,,체험 별로 상이함,,"장애인 주차장 있음(2대,장애인표지판)_무장애 편의시설",,,,엘리베이터 있음,,,,,,,,,문화아카데미 낭독극 / 문화아카데미 인형극 / 문화유산탐방 등,,,,,,,,,,,,
현풍 500년 느티나무 테마공원,"서울에서 대구를 거쳐 창원으로 가는 중부내륙 고속도로지선 하행선 현풍 휴게소에 위치한 현풍 500년 느티나무 테마공원은 방문객들의 감성을 자극할 수 있는 500년 느티나무를 모티브로 한 테마공원이다.
현풍 휴게소 인근 마을의 당산나무인 500년 느티나무 할아버지에게 소원을 빌면 이루어진다는 스토리텔링을 통하여 방문객들이 소원을 빌 수 있도록 하여 고객들에게 잊지 못할 추억을 선사한다.
500년 느티나무에 LED 조명을 설치하여 야간에는 형형색색의 화려한 모습으로 사람들의 시선을 사로잡는다. 지압길과 족욕체험이 가능하며 느티나무 옆 낙동강 전망대에서는 낙동강의 수려한 경관을 바라보며 차를 마실 수 있다.
2013년 한국도로공사 176개 휴게소 중 올해의 테마휴게소로 선정되었고 2014년에는 국토교통부 주관 대한민국 경관대상 역사문화부문 최우수상을 수상하였다.",,대구광역시 달성군 현풍읍 비슬로 741,가능,,,,,,,휴게소 출입구에 경사로가 설치되어 있음,,,연중무휴,,,,상시 가능,국토교통부 선정 - 2014년 대한민국 경관대상 최우수상 수상(2014년 7월 11일),,만 6세 이상,장애인 화장실 있음(현풍휴게소),"[소원리본 달기] 체험시간 5분
[프로포즈 브릿지 걷기] 체험시간 5분
[지압길 걷기] 체험시간 10분
[트릭아트 포토존] 체험시간 5분",,,,,"장애인 주차장 있음(4대,현풍휴게소(대구방면))_무장애 편의시설",,,,,,,,,,수유실 있음,,,,,,,,,,,,,,,
라벨라쿠치나,"아름다운 주방이라는 의미, 도회적인 분위기와 고급스러운 음식이 있는 이태리 레스토랑이다. 다양한 와인들도 구비해 놓았으며, 멋스러움이 있는 테라스에서 식사도 가능하다. 넓은 홀이 있어 예약 없이도 이용이 가능하지만 예약을 하면 더 좋은 자리에서 분위기를 즐길 수 있다. 넓은 주차장도 확보하고 있다.",,대구광역시 수성구 무학로 151,가능,,,,,,"테이블 간격이 넓어 휠체어, 전동 스쿠터 사용자 이용 쉬움.
내부 턱 없음.",,,11:00~22:00 (라스트오더 21:00),연중무휴,코스요리,스테이크 / 파스타 / 샐러드 / 에피타이저 등,,,,,,,,,,,,,의자식 테이블 있음,,,,,구비(2개),,,,,,,,,,,,,,,,,"대중교통 이용가능 : 수성아트피아건너 정류장
저상버스 운행 : 모든 버스",,
대구 평화시장,대구광역시 동구 신암동에 위치한 전통시장이다. 1970년대 생겨나 50여 년을 이어져 오고 있는 대구평화시장은 80여 개의 점포로 이루어진 소규모 시장이자 상가주택 복합형 시장이다. 1970년대 개장 당시만 하더라도 평화시장은 크지 않았으며 70년대 후반 주변의 야산과 밭이 주택지가 되면서 시장의 모습을 갖추기 시작했으며 1980년대부터 시장이 활성화되었다. 규모는 그리 크지 않으며 어딘가 내가 살고 있는 곳의 시장처럼 익숙하고 정겨운 시장이라 할 수 있다. 그러나 최근 닭똥집 골목으로 크게 입소문을 타게 되면서 동대구역에 내려서 한 번쯤 들려 구경도 하고 닭똥집의 여러 버전도 함께 즐겨볼 만하다.,,대구광역시 동구 아양로9길 10,가능,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,맛있는 똥집튀김 찜닭 식당들이 쭉 있지요 시장 볼거리도 많고 재밌고 즐거운곳! 시장좋아하시면 추천드립니다 대학교 시절 친구들과 자주 찾아갔던곳..앏은 주머니사정 대비 푸짐하게 한잔 할수 있던곳..닭똥집 골목..30년이 지난 세월임에도 그시절 그정감은 그대로이구나..아름다운 옛추억을 떠올릴수 있어 너무나 행복했다.. 닭똥집 거리가 생각보다 가게가 엄청 많아요. 치맥페스티벌 할 때 매년 같이 행사 했던 것 같은데 올해는 행사 규모가 줄었는지 닭똥집골목은 뭐 안 해서 섭섭함 가끔 가는 평화시장! 먹거리도 다양하고 시장구경하는 쏠쏠한 재미까지😄😄,,점포 별로 상이함,,,https://www.ddongzip.co.kr,점포 별로 상이함,,,,,,,,,,장애인 주차장 있음(평화시장공영주차장)_무장애 편의시설,,,,,,,,,,,의류 / 과일 / 수산 / 양곡 / 축산 / 닭모래집요리 등,,,,,,,,,,,,,,
대구 약령시 한의약박물관,"대구 약령시 한의약박물관은 350여 년의 전통인 약령시의 역사와 약전골목의 유래를 한눈에 볼 수 있고 체험할 수 있는 전시문화 공간이다. 대구 약령시의 전통 한의약 문화를 보존·계승·발전시키고, 한약재 유통의 본 고장으로서 지위를 확고히 하기 위하여 1985년 9월 25일 한약재 상설전시관이 건립되었다. 박물관은 약령시의 유래와 발전과정 등을 그래픽과 애니메이션으로 소개하고 각종 희귀 한약재를 비롯해 동의보감 등 한의서, 약작두 등의 한방 관련 용품 300여 점을 전시하고 있다. 옛 약령시 사람들의 삶과 체취를 직접 보고 느끼며 체험할 수 있는 다양한 전시, 교육, 문화, 관광이 어우러진 공간이다.",,대구광역시 중구 달구벌대로415길 49 (남성로),가능,,,,,,출입구까지 단차가 없어 휠체어 접근 가능함,주 출입구 왼편에 경사로가 있어 휠체어로 출입가능_무장애 편의시설,"옛 모습 재현해놓은 공간들도 있고 이것저것 볼 수 있는 미디어들도 있었어요. 약재들도 전시되어 있었는데 광물이나 천갑상, 합개같은 희귀 한방 약재들은 신기했어요. 약령시 골목안에 있는 한의약박물관이에요. 약령시의 역사, 한약재료, 한약재 도구, 의서 등등 여러가지가 다양하게 전시되어 있었어요. 100년전 약전골목을 재현해놓은 곳도 있고, 우리 몸과 한의약 개념을 알려주는 전시공간도 있고 한방족욕, 한방비누 만들기 같은 체험 프로그램도 있는것 같았는데 해보지는 못했어요. 박물관 입장료는 없는데 체험프로그램은 유료인것 같았으니 참고하세요. 약령축제때 다녀왔어요 내부관람은 처음이었는데 생각보다 체험꺼거랑 볼거리가 많았어요 조금만 더 체험할 수 있는 프로그램이 많아졌으면 좋겠네요 역사를 기억하며 종종 오는 곳 휴무를 맞이하여 애들과 함께 대구 약령시 한의약박물관에 다녀왔어요 유아,초등에게는 조금 생소한 한의약 그래도 한의약박물관에서 나름 유익한 볼거리를 즐겼어요 족욕체험도 하고 인체 퍼즐도 즐기고 저도 유익하고 재미있게 하루를 보냈습니다 아이랑 함께 다녀왔어요 간단히 체험할 수 있는 재미있는 영상도 보고 예전 약령시의 모습과 약초도 구경했어요 의복 체험도 있어서 사진도 찍었네요 비누체험도 해볼 수 있어서 아이가 즐거워했습니다 약령시한의약박물관 마당에 있는 약탕기 모양분수 ㅎㅎ",,"매주 월요일 (단, 월요일이 공휴일인 경우 정상 개관) / 1월 1일 / 설·추석 당일",,,http://dgom.daegu.go.kr,09:00~18:00 (입장 마감 17:30),,무료,,장애인 전용 화장실 있음,한방족욕체험 / 한방비누만들기 / 한방립밤만들기 등,,,,,"장애인 전용 주차구역 있음(박물관 뒷편,약령시 서문,동문 공영주차장)_무장애 편의시설",,,,장애인 전용 엘리베이터 있음,,,,,,,,,,,,,,,,,,,,음성안내기 있음(3층 안내데스크),
최정산,"최정산은 대구광역시 달성군 가창면 주리에 위치한 해발 905m의 산으로, 최정 산괴의 최고봉이다. 비슬산과 유사한 지형을 지녀 형제산이라 불리며, 화산 작용으로 형성된 안산암질 각력암과 석영반암, 화강암 등이 분포한다. 주봉과 통점령 사이에는 폭 300m, 길이 2km에 이르는 고위 평탄면이 형성되어 있으며, 찔레꽃과 억새풀 군락지가 계절마다 색다른 경관을 만든다. 경사가 완만하고 도로 접근성이 좋아 대구 시민들의 드라이브 및 산행 코스로 인기가 높다.",,대구광역시 달성군 가창면 주리2길 일대,가능,,,,,,,,,,연중무휴,,,https://www.dalseong.daegu.kr/,상시 개방,,무료,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두류수영장,"두류수영장은 대구 달서구 두류공원 내 5만 6,523㎡ 규모 부지에 조성된 종합 수영 시설이다. 실내에는 다이빙풀, 경영풀, 경영연습풀이 있으며, 워터파크는 야외에서 운영되어 여름철 물놀이 장소로 인기가 많다. 다이빙풀은 깊이 5m, 경영풀은 50m 길이의 8레인으로 최대 1,500명까지 수용 가능하다. 워터파크에는 파도풀, 바디슬라이드, 유수풀, 유아풀 등이 마련되어 있으며 수심과 길이에 따라 다양한 연령층이 이용할 수 있다. 탈의실, 샤워실, 의무실, 수유실 등 편의시설도 갖춰져 있어 가족 단위 방문객에게 적합한 여름철 인기 명소다.",,대구광역시 달서구 공원순환로 237 (성당동),,,,,,,,,두류수영장 수강신청 경쟁률이 높지만 너무 좋습니다. 두류공원내에 있어 수강전후 산책 하기에 정말 좋아 건강지키미 활동에 안성맞춤입니다.,,매주 일요일,,,https://duryuswim.dgsisul.or.kr/,06:00~21:00,,,,있음,,,,"[일일자유수영]
- 성인 3,500원
- 청소년 3,000원
- 65세 이상, 어린이 2,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참고",실내수영장 / 다이빙풀 / 워터파크,,,,,,,,,,,,,,,,,,,,,,,,,,
달창지 벚꽃길,달창지 벚꽃길은 달성군 유가면 한정리마을에서 달창저수지까지 왕복 약 5㎞를 일컫는다. 벚꽃길은 고즈넉한 시골 풍경을 간직한 한정리 마을과 빼어난 경관을 자랑하는 달창저수지와 어우러지며 장관을 연출한다. 달창지 벚꽃길은 비슬산자연휴양림과 함께 달성군의 대표 관광 명소로 알려져 해를 거듭할수록 상춘객들로 북적인다. 인근에 카페들이 자리하여 차 한잔을 마시며 아름다운 경치를 감상할 수 있다.,,대구광역시 달성군 유가읍 본말리,가능,,,,,,,,맛있는 먹거리와 함께 벚꽃을 쾌적하게 볼수있습니다 길따라 벚꽃이 쭉 있는 모습이 정말 아름다워요 옆에는 한적한 시골의 풍경이라 힐링하기 좋습니다 벚꽃명소를 찾다가 추천받아 방문했어요 벚꽃길이 굉장히 아름답고 행복을 선사하는 공간입니다 다시 방문하고 싶어요 달창지 벚꽃길 갔다왔는데 벚꽃이 터널을 만들어서 걷기도 드라이브하기도 좋아요 다만 올해는 산불영향으로 축제는 취소되었고 노점상들만 많아서 아쉬웠어요 주변 카페에 들러서 시원한 음료 한잔 마시니 무릉도원이 따로 없더군요 혹시 벚꽃명소 찾으신다면 방문해보세요 좋아요 대구벚꽃당장달려가 보고싶네요 꼭가볼게요 벚꽃갈 어디 않좋은데가 있겠어요 무조건 이번 주말에 달려갑니다 늦으면 못봐 벚꽃은 ㅋㅋ 너무 너무기대됩니다,,연중무휴,,,https://www.dalseong.daegu.kr/culture/index.do,상시 개방,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자연염색박물관,"자연 염색 박물관은 섬유, 염색, 민속에 관련된 유물을 수집‧보존해 우리 전통색의 원류를 찾고 한국 자연 염색의 우수성을 세계에 알리기 위해 문을 열었다. 박물관 견학은 세계 공예예술실에서 시작한다. 아트숍으로 운영되는 이곳에서는 우리나라뿐 아니라 아시아와 유럽 등 세계 각국에서 제작된 다양한 공예작품이 전시돼 있다. 1층 전시실의 중심 공간인 갤러리 아원은 자연 염색, 전통공예, 섬유예술 등 다양한 장르의 작품을 만나볼 수 있는 공간이다. 2층 유물실은 자연 염색으로 제작된 전통 유물을 만날 수 있다. 민속 염직 도구실은 자연 염색 과정에서 필요한 도구들을 모아 놓은 곳. 물독, 술독, 시루, 소쿠리 같은 전통도구와 함께 침염기와 발효기, 증열기 같은 현대적 도구들도 전시돼 있다.",,대구광역시 동구 파계로112길 17,가능,,,,,,주차장에서 출입구까지 경사로가 설치되어 있음,주출입구는 경사로가 있어 휠체어 접근 가능함,,,매주 월요일,,,http://www.naturaldyeing.net,10:00~17:00,,,,장애인 전용 화장실 있음(1층 로비),,,,※ 체험별 상이하므로 홈페이지 참고,전시실 / 준비실 / 연구실 등,,,,,장애인 전용 엘리베이터 있음,,,,,,,,,자연염색 / 문양 찍기 / 장신구 만들기 등,,,,,,,,,,,,
대구약령시 한방의료체험타운,"대구약령시 한방의료체험타운은 우리나라 한방을 대표하는 대구약령시의 활성화와 한의학의 우수성을 널리 알리고자 설립되었다. 다양하고 특성화된 체험 프로그램을 통해 유아부터 성인까지 한의학을 손쉽게 접할 수 있는 기회를 제공하여 한방대중화에 기여하고 시민 건강증진, 지역경제 발전을 이끌 수 있는 공간으로 자리매김하고자한다.",,대구광역시 중구 중앙대로77길 45,,,,,,,휠체어가 올라갈 수 있는 경사로가 설치되어 있음,,"더운 여름이 시작되기전에 가족들 건강을 위해 대구약령시 한방문화축제를 다녀왓어요 조선시대 저잣거리로 재현한 장터는 아이들이 너무 좋아했고, 한방재료가 들어간 먹거리로 건강까지 챙긴 아주 유익한 경험을 해서 내년에도 아이들이 가자고 하네요 기대이상으로 구성이 알찼어요 한적해서 편하게 관람도 허고 이것저것 체험 할 수 있는게 엄청 많았습니다 여행 중에 힐링 제대로 했어요! 조선시대부터 대구가 큰 약령시였듯이 지금도 그 흔적이 그대로 남아있어요. 약령시장도 둘러보고 한방체험관에서 족욕 체험 등 다양한 체험도 할 수 있어 좋았어요",,매주 월요일 / 1월 1일 / 설·추석 당일,,,http://www.kmeditown.go.kr,10:00∼17:30,,,,장애인용 화장실 있음(2층∼6층 층별 오른쪽/남녀분리),한의사가상 진료체험 / 스트레스 측정 / 사상체질 검사 / 인지능력 훈련 체험 등,,,,,장애인 전용 별도 주차칸 있음(1칸/1층 주자장),,,,엘리베이터 있음(장애인용/휠체어 2대크기),,,,,,수유실 있음(3층),,"- 한방의료뷰티 체험 5,000원
- 족욕 체험 5,000원
- 복합문화강좌실 및 세미나실 대관 50,000원
※ 자세한 사항은 홈페이지 참조",,,,,,점자 촉지도 있음,,옥상정원 / 족욕체험장 / 한방의료뷰티체험장 / 청년몰 등,,,,,
